stage_record_id,application_id,stage_id,stage_date,result
809,216,2,2025-12-02,Rejected
810,217,1,2025-08-11,Passed
811,217,2,2025-08-12,Rejected
812,218,1,2025-02-21,Passed
813,218,2,2025-02-27,Passed
814,218,3,2025-03-03,Rejected
815,219,1,2025-04-08,Passed
816,219,2,2025-04-14,Rejected
817,220,1,2025-10-11,Passed
818,220,2,2025-10-14,Passed
819,220,3,2025-10-18,Passed
820,220,4,2025-10-28,Passed
821,220,5,2025-11-02,Rejected
822,221,1,2025-10-04,Passed
823,221,2,2025-10-14,Passed
824,221,3,2025-10-17,Passed
825,221,4,2025-10-20,Passed
826,221,5,2025-10-23,Rejected
827,222,1,2025-05-25,Passed
828,222,2,2025-06-02,Passed
829,222,3,2025-06-08,Rejected
830,223,1,2025-02-19,Passed
831,223,2,2025-02-27,Passed
832,223,3,2025-03-02,Passed
833,223,4,2025-03-08,Passed
834,223,5,2025-03-11,Rejected
835,224,1,2025-10-20,Passed
836,224,2,2025-10-21,Rejected
837,225,1,2025-09-09,Passed
838,225,2,2025-09-16,Passed
839,225,3,2025-09-17,Rejected
840,226,1,2025-07-04,Passed
841,226,2,2025-07-12,Passed
842,226,3,2025-07-17,Passed
843,226,4,2025-07-24,Rejected
844,227,1,2025-02-14,Passed
845,227,2,2025-02-17,Rejected
846,228,1,2025-12-05,Passed
847,228,2,2025-12-12,Passed
848,228,3,2025-12-13,Rejected
849,229,1,2025-09-03,Passed
850,229,2,2025-09-05,Passed
851,229,3,2025-09-11,Rejected
852,230,1,2025-01-14,Passed
853,230,2,2025-01-15,Rejected
854,231,1,2025-11-23,Passed
855,231,2,2025-11-28,Passed
856,231,3,2025-12-06,Passed
857,231,4,2025-12-13,Passed
858,231,5,2025-12-19,Rejected
859,232,1,2025-08-31,Passed
860,232,2,2025-09-05,Passed
861,232,3,2025-09-09,Rejected
862,233,1,2025-06-07,Passed
863,233,2,2025-06-15,Passed
864,233,3,2025-06-18,Rejected
865,234,1,2025-08-30,Passed
866,234,2,2025-09-04,Passed
867,234,3,2025-09-08,Passed
868,234,4,2025-09-14,Rejected
869,235,1,2025-12-05,Passed
870,235,2,2025-12-13,Passed
871,235,3,2025-12-16,Rejected
872,236,1,2025-11-25,Passed
873,236,2,2025-12-02,Rejected
874,237,1,2025-04-05,Passed
875,237,2,2025-04-14,Passed
876,237,3,2025-04-22,Passed
877,237,4,2025-04-25,Rejected
878,238,1,2025-07-15,Passed
879,238,2,2025-07-18,Passed
880,238,3,2025-07-24,Rejected
881,239,1,2025-08-17,Passed
882,239,2,2025-08-20,Passed
883,239,3,2025-08-30,Passed
884,239,4,2025-09-03,Rejected
885,240,1,2025-08-14,Passed
886,240,2,2025-08-16,Passed
887,240,3,2025-08-18,Rejected
888,241,1,2025-04-26,Passed
889,241,2,2025-04-30,Passed
890,241,3,2025-05-05,Passed
891,241,4,2025-05-08,Rejected
892,242,1,2025-10-16,Passed
893,242,2,2025-10-19,Passed
894,242,3,2025-10-29,Passed
895,242,4,2025-11-05,Rejected
896,243,1,2025-12-23,Passed
897,243,2,2025-12-30,Rejected
898,244,1,2025-02-13,Passed
899,244,2,2025-02-21,Passed
900,244,3,2025-02-24,Rejected
901,245,1,2025-10-05,Passed
902,245,2,2025-10-09,Passed
903,245,3,2025-10-16,Passed
904,245,4,2025-10-18,Rejected
905,246,1,2025-10-29,Passed
906,246,2,2025-11-05,Passed
907,246,3,2025-11-13,Passed
908,246,4,2025-11-18,Rejected
909,247,1,2025-02-01,Passed
910,247,2,2025-02-03,Passed
911,247,3,2025-02-09,Rejected
912,248,1,2025-09-25,Passed
913,248,2,2025-09-30,Passed
914,248,3,2025-10-04,Rejected
915,249,1,2025-12-18,Passed
916,249,2,2025-12-22,Passed
917,249,3,2025-12-30,Passed
918,249,4,2026-01-01,Rejected
919,250,1,2025-09-01,Passed
920,250,2,2025-09-08,Passed
921,250,3,2025-09-11,Passed
922,250,4,2025-09-21,Passed
923,250,5,2025-09-25,Rejected
924,251,1,2025-05-01,Passed
925,251,2,2025-05-05,Rejected
926,252,1,2025-02-10,Passed
927,252,2,2025-02-15,Passed
928,252,3,2025-02-21,Passed
929,252,4,2025-03-02,Passed
930,252,5,2025-03-06,Rejected
931,253,1,2025-01-18,Passed
932,253,2,2025-01-23,Rejected
933,254,1,2025-09-22,Passed
934,254,2,2025-09-28,Passed
935,254,3,2025-09-30,Rejected
936,255,1,2025-12-13,Passed
937,255,2,2025-12-21,Passed
938,255,3,2025-12-22,Rejected
939,256,1,2025-03-03,Passed
940,256,2,2025-03-09,Passed
941,256,3,2025-03-18,Passed
942,256,4,2025-03-21,Rejected
943,257,1,2025-08-18,Passed
944,257,2,2025-08-27,Passed
945,257,3,2025-09-05,Passed
946,257,4,2025-09-12,Passed
947,257,5,2025-09-16,Rejected
948,258,1,2025-04-19,Passed
949,258,2,2025-04-27,Passed
950,258,3,2025-05-03,Rejected
951,259,1,2025-03-06,Passed
952,259,2,2025-03-09,Passed
953,259,3,2025-03-11,Passed
954,259,4,2025-03-16,Passed
955,259,5,2025-03-19,Rejected
956,260,1,2025-02-10,Passed
957,260,2,2025-02-16,Rejected
958,261,1,2025-11-18,Passed
959,261,2,2025-11-23,Rejected
960,262,1,2025-11-01,Passed
961,262,2,2025-11-03,Passed
962,262,3,2025-11-13,Passed
963,262,4,2025-11-16,Rejected
964,263,1,2025-02-04,Passed
965,263,2,2025-02-10,Rejected
966,264,1,2025-10-12,Passed
967,264,2,2025-10-22,Passed
968,264,3,2025-10-26,Passed
969,264,4,2025-11-05,Passed
970,264,5,2025-11-08,Rejected
971,265,1,2025-06-16,Passed
972,265,2,2025-06-18,Rejected
973,266,1,2025-09-24,Passed
974,266,2,2025-10-04,Passed
975,266,3,2025-10-10,Passed
976,266,4,2025-10-12,Passed
977,266,5,2025-10-16,Rejected
978,267,1,2025-01-07,Passed
979,267,2,2025-01-14,Rejected
980,268,1,2025-11-16,Passed
981,268,2,2025-11-23,Passed
982,268,3,2025-11-26,Rejected
983,269,1,2025-08-03,Passed
984,269,2,2025-08-06,Rejected
985,270,1,2025-03-18,Passed
986,270,2,2025-03-24,Passed
987,270,3,2025-04-01,Passed
988,270,4,2025-04-04,Rejected
989,271,1,2025-10-29,Passed
990,271,2,2025-11-07,Passed
991,271,3,2025-11-09,Rejected
992,272,1,2025-02-21,Passed
993,272,2,2025-03-02,Passed
994,272,3,2025-03-06,Passed
995,272,4,2025-03-10,Passed
996,272,5,2025-03-16,Passed
997,272,6,2025-03-25,Selected
998,273,1,2025-10-16,Passed
999,273,2,2025-10-25,Passed
1000,273,3,2025-11-01,Passed
1001,273,4,2025-11-06,Rejected
1002,274,1,2025-05-27,Passed
1003,274,2,2025-06-05,Passed
1004,274,3,2025-06-09,Passed
1005,274,4,2025-06-12,Passed
1006,274,5,2025-06-18,Passed
1007,274,6,2025-06-22,Selected
1008,275,1,2025-06-26,Passed
1009,275,2,2025-07-02,Passed
1010,275,3,2025-07-07,Passed
1011,275,4,2025-07-08,Rejected
1012,276,1,2025-05-16,Passed
1013,276,2,2025-05-20,Passed
1014,276,3,2025-05-23,Passed
1015,276,4,2025-06-01,Passed
1016,276,5,2025-06-04,Rejected
1017,277,1,2025-09-06,Passed
1018,277,2,2025-09-09,Passed
1019,277,3,2025-09-12,Passed
1020,277,4,2025-09-14,Rejected
1021,278,1,2025-08-31,Passed
1022,278,2,2025-09-09,Passed
1023,278,3,2025-09-15,Rejected
1024,279,1,2025-05-22,Passed
1025,279,2,2025-05-28,Passed
1026,279,3,2025-05-30,Passed
1027,279,4,2025-06-01,Passed
1028,279,5,2025-06-05,Rejected
1029,280,1,2025-11-13,Passed
1030,280,2,2025-11-17,Passed
1031,280,3,2025-11-19,Passed
1032,280,4,2025-11-22,Rejected
1033,281,1,2025-12-22,Passed
1034,281,2,2025-12-24,Passed
1035,281,3,2025-12-29,Rejected
1036,282,1,2025-07-22,Passed
1037,282,2,2025-07-26,Rejected
1038,283,1,2025-06-19,Passed
1039,283,2,2025-06-25,Passed
1040,283,3,2025-07-03,Passed
1041,283,4,2025-07-08,Passed
1042,283,5,2025-07-16,Passed
1043,283,6,2025-07-23,Rejected
1044,284,1,2025-01-26,Passed
1045,284,2,2025-01-28,Rejected
1046,285,1,2025-05-18,Passed
1047,285,2,2025-05-27,Passed
1048,285,3,2025-06-02,Rejected
1049,286,1,2025-01-11,Passed
1050,286,2,2025-01-14,Rejected
1051,287,1,2025-06-05,Passed
1052,287,2,2025-06-10,Rejected
1053,288,1,2025-09-09,Passed
1054,288,2,2025-09-12,Passed
1055,288,3,2025-09-17,Rejected
1056,289,1,2025-12-17,Passed
1057,289,2,2025-12-26,Passed
1058,289,3,2025-12-30,Rejected
1059,290,1,2025-04-27,Passed
1060,290,2,2025-05-05,Passed
1061,290,3,2025-05-13,Passed
1062,290,4,2025-05-18,Rejected
1063,291,1,2025-08-15,Passed
1064,291,2,2025-08-23,Passed
1065,291,3,2025-09-02,Passed
1066,291,4,2025-09-11,Passed
1067,291,5,2025-09-17,Rejected
1068,292,1,2025-06-14,Passed
1069,292,2,2025-06-18,Passed
1070,292,3,2025-06-23,Rejected
1071,293,1,2025-08-02,Passed
1072,293,2,2025-08-12,Passed
1073,293,3,2025-08-21,Passed
1074,293,4,2025-08-30,Passed
1075,293,5,2025-09-03,Passed
1076,293,6,2025-09-06,Rejected
1077,294,1,2025-02-15,Passed
1078,294,2,2025-02-20,Rejected
1079,295,1,2025-04-19,Passed
1080,295,2,2025-04-21,Passed
1081,295,3,2025-04-23,Passed
1082,295,4,2025-04-28,Rejected
1083,296,1,2025-07-28,Passed
1084,296,2,2025-07-31,Passed
1085,296,3,2025-08-06,Passed
1086,296,4,2025-08-09,Passed
1087,296,5,2025-08-10,Rejected
1088,297,1,2025-09-22,Passed
1089,297,2,2025-10-01,Passed
1090,297,3,2025-10-05,Passed
1091,297,4,2025-10-06,Rejected
1092,298,1,2025-01-29,Passed
1093,298,2,2025-02-04,Passed
1094,298,3,2025-02-13,Passed
1095,298,4,2025-02-17,Rejected
1096,299,1,2025-03-23,Passed
1097,299,2,2025-03-29,Passed
1098,299,3,2025-04-02,Passed
1099,299,4,2025-04-05,Passed
1100,299,5,2025-04-10,Rejected
1101,300,1,2025-12-30,Passed
1102,300,2,2026-01-02,Passed
1103,300,3,2026-01-04,Passed
1104,300,4,2026-01-07,Passed
1105,300,5,2026-01-16,Passed
1106,300,6,2026-01-20,Rejected
1107,301,1,2025-03-11,Passed
1108,301,2,2025-03-17,Rejected
1109,302,1,2025-09-26,Passed
1110,302,2,2025-10-05,Passed
1111,302,3,2025-10-12,Passed
1112,302,4,2025-10-18,Rejected
1113,303,1,2025-01-15,Passed
1114,303,2,2025-01-21,Passed
1115,303,3,2025-01-25,Passed
1116,303,4,2025-01-28,Passed
1117,303,5,2025-02-03,Rejected
1118,304,1,2025-04-13,Passed
1119,304,2,2025-04-20,Rejected
1120,305,1,2025-05-08,Passed
1121,305,2,2025-05-17,Passed
1122,305,3,2025-05-23,Rejected
1123,306,1,2025-01-26,Passed
1124,306,2,2025-02-05,Passed
1125,306,3,2025-02-11,Passed
1126,306,4,2025-02-13,Rejected
1127,307,1,2025-12-27,Passed
1128,307,2,2025-12-29,Passed
1129,307,3,2026-01-02,Passed
1130,307,4,2026-01-06,Rejected
1131,308,1,2025-07-08,Passed
1132,308,2,2025-07-12,Rejected
1133,309,1,2025-09-16,Passed
1134,309,2,2025-09-25,Passed
1135,309,3,2025-09-30,Passed
1136,309,4,2025-10-08,Passed
1137,309,5,2025-10-10,Passed
1138,309,6,2025-10-18,Selected
1139,310,1,2025-03-05,Passed
1140,310,2,2025-03-12,Rejected
1141,311,1,2025-05-04,Passed
1142,311,2,2025-05-14,Passed
1143,311,3,2025-05-15,Rejected
1144,312,1,2025-11-01,Passed
1145,312,2,2025-11-10,Passed
1146,312,3,2025-11-19,Passed
1147,312,4,2025-11-21,Passed
1148,312,5,2025-11-25,Rejected
1149,313,1,2025-08-31,Passed
1150,313,2,2025-09-10,Passed
1151,313,3,2025-09-18,Passed
1152,313,4,2025-09-19,Rejected
1153,314,1,2025-06-29,Passed
1154,314,2,2025-07-06,Passed
1155,314,3,2025-07-14,Passed
1156,314,4,2025-07-20,Passed
1157,314,5,2025-07-24,Rejected
1158,315,1,2025-05-13,Passed
1159,315,2,2025-05-18,Passed
1160,315,3,2025-05-25,Passed
1161,315,4,2025-06-01,Rejected
1162,316,1,2025-12-19,Passed
1163,316,2,2025-12-25,Rejected
1164,317,1,2025-01-15,Passed
1165,317,2,2025-01-21,Passed
1166,317,3,2025-01-25,Rejected
1167,318,1,2025-03-25,Passed
1168,318,2,2025-04-01,Rejected
1169,319,1,2025-04-20,Passed
1170,319,2,2025-04-26,Rejected
1171,320,1,2025-11-28,Passed
1172,320,2,2025-12-07,Passed
1173,320,3,2025-12-14,Rejected
1174,321,1,2025-04-16,Passed
1175,321,2,2025-04-21,Passed
1176,321,3,2025-04-24,Passed
1177,321,4,2025-04-26,Rejected
1178,322,1,2025-07-29,Passed
1179,322,2,2025-08-02,Passed
1180,322,3,2025-08-05,Passed
1181,322,4,2025-08-09,Rejected
1182,323,1,2025-12-16,Passed
1183,323,2,2025-12-21,Passed
1184,323,3,2025-12-23,Passed
1185,323,4,2025-12-29,Passed
1186,323,5,2026-01-02,Passed
1187,323,6,2026-01-12,Selected
1188,324,1,2025-03-09,Passed
1189,324,2,2025-03-12,Passed
1190,324,3,2025-03-15,Passed
1191,324,4,2025-03-16,Rejected
1192,325,1,2025-11-04,Passed
1193,325,2,2025-11-13,Passed
1194,325,3,2025-11-20,Passed
1195,325,4,2025-11-27,Rejected
1196,326,1,2025-04-25,Passed
1197,326,2,2025-05-05,Passed
1198,326,3,2025-05-09,Passed
1199,326,4,2025-05-16,Rejected
1200,327,1,2025-06-06,Passed
1201,327,2,2025-06-09,Passed
1202,327,3,2025-06-13,Rejected
1203,328,1,2025-11-26,Passed
1204,328,2,2025-12-03,Rejected
1205,329,1,2025-07-12,Passed
1206,329,2,2025-07-15,Passed
1207,329,3,2025-07-20,Rejected
1208,330,1,2025-08-24,Passed
1209,330,2,2025-08-25,Rejected
1210,331,1,2025-08-27,Passed
1211,331,2,2025-08-28,Rejected
1212,332,1,2025-09-24,Passed
1213,332,2,2025-09-28,Passed
1214,332,3,2025-10-05,Rejected
1215,333,1,2025-07-23,Passed
1216,333,2,2025-07-30,Passed
1217,333,3,2025-08-05,Passed
1218,333,4,2025-08-12,Rejected
1219,334,1,2025-01-04,Passed
1220,334,2,2025-01-07,Passed
1221,334,3,2025-01-14,Passed
1222,334,4,2025-01-18,Passed
1223,334,5,2025-01-23,Passed
1224,334,6,2025-01-27,Rejected
1225,335,1,2025-07-11,Passed
1226,335,2,2025-07-13,Passed
1227,335,3,2025-07-22,Passed
1228,335,4,2025-08-01,Passed
1229,335,5,2025-08-07,Passed
1230,335,6,2025-08-14,Rejected
1231,336,1,2025-11-01,Passed
1232,336,2,2025-11-06,Passed
1233,336,3,2025-11-16,Passed
1234,336,4,2025-11-21,Passed
1235,336,5,2025-11-29,Passed
1236,336,6,2025-12-03,Rejected
1237,337,1,2025-06-02,Passed
1238,337,2,2025-06-09,Rejected
1239,338,1,2025-09-04,Passed
1240,338,2,2025-09-11,Passed
1241,338,3,2025-09-15,Rejected
1242,339,1,2025-05-22,Passed
1243,339,2,2025-05-24,Passed
1244,339,3,2025-05-29,Rejected
1245,340,1,2025-05-22,Passed
1246,340,2,2025-05-23,Rejected
1247,341,1,2025-12-31,Passed
1248,341,2,2026-01-08,Passed
1249,341,3,2026-01-10,Rejected
1250,342,1,2025-11-30,Passed
1251,342,2,2025-12-08,Passed
1252,342,3,2025-12-14,Rejected
1253,343,1,2025-03-18,Passed
1254,343,2,2025-03-20,Rejected
1255,344,1,2025-05-04,Passed
1256,344,2,2025-05-05,Rejected
1257,345,1,2025-11-04,Passed
1258,345,2,2025-11-10,Rejected
1259,346,1,2025-06-13,Passed
1260,346,2,2025-06-18,Rejected
1261,347,1,2025-01-14,Passed
1262,347,2,2025-01-18,Rejected
1263,348,1,2025-06-01,Passed
1264,348,2,2025-06-11,Passed
1265,348,3,2025-06-17,Rejected
1266,349,1,2025-08-03,Passed
1267,349,2,2025-08-10,Passed
1268,349,3,2025-08-16,Passed
1269,349,4,2025-08-21,Rejected
1270,350,1,2025-01-19,Passed
1271,350,2,2025-01-25,Rejected
1272,351,1,2025-10-20,Passed
1273,351,2,2025-10-25,Passed
1274,351,3,2025-10-30,Rejected
1275,352,1,2025-06-25,Passed
1276,352,2,2025-07-01,Rejected
1277,353,1,2025-04-24,Passed
1278,353,2,2025-05-01,Passed
1279,353,3,2025-05-08,Rejected
1280,354,1,2025-11-23,Passed
1281,354,2,2025-11-28,Passed
1282,354,3,2025-11-29,Rejected
1283,355,1,2025-12-10,Passed
1284,355,2,2025-12-17,Passed
1285,355,3,2025-12-21,Passed
1286,355,4,2025-12-26,Rejected
1287,356,1,2025-06-03,Passed
1288,356,2,2025-06-06,Passed
1289,356,3,2025-06-12,Passed
1290,356,4,2025-06-19,Rejected
1291,357,1,2025-12-03,Passed
1292,357,2,2025-12-05,Passed
1293,357,3,2025-12-15,Passed
1294,357,4,2025-12-17,Rejected
1295,358,1,2025-04-03,Passed
1296,358,2,2025-04-06,Rejected
1297,359,1,2025-08-30,Passed
1298,359,2,2025-09-09,Passed
1299,359,3,2025-09-11,Passed
1300,359,4,2025-09-14,Rejected
1301,360,1,2025-05-13,Passed
1302,360,2,2025-05-20,Passed
1303,360,3,2025-05-23,Passed
1304,360,4,2025-05-25,Passed
1305,360,5,2025-05-27,Rejected
1306,361,1,2025-10-14,Passed
1307,361,2,2025-10-19,Rejected
1308,362,1,2025-04-04,Passed
1309,362,2,2025-04-14,Passed
1310,362,3,2025-04-16,Rejected
1311,363,1,2025-06-21,Passed
1312,363,2,2025-06-27,Passed
1313,363,3,2025-07-04,Rejected
1314,364,1,2025-04-24,Passed
1315,364,2,2025-04-28,Passed
1316,364,3,2025-05-03,Rejected
1317,365,1,2025-06-07,Passed
1318,365,2,2025-06-10,Passed
1319,365,3,2025-06-15,Passed
1320,365,4,2025-06-18,Rejected
1321,366,1,2025-06-19,Passed
1322,366,2,2025-06-23,Passed
1323,366,3,2025-06-30,Rejected
1324,367,1,2025-10-27,Passed
1325,367,2,2025-10-30,Passed
1326,367,3,2025-11-03,Passed
1327,367,4,2025-11-12,Passed
1328,367,5,2025-11-22,Passed
1329,367,6,2025-11-27,Rejected
1330,368,1,2025-03-02,Passed
1331,368,2,2025-03-10,Passed
1332,368,3,2025-03-15,Rejected
1333,369,1,2025-11-21,Passed
1334,369,2,2025-11-29,Passed
1335,369,3,2025-12-05,Rejected
1336,370,1,2025-02-06,Passed
1337,370,2,2025-02-10,Rejected
1338,371,1,2025-04-10,Passed
1339,371,2,2025-04-18,Passed
1340,371,3,2025-04-20,Rejected
1341,372,1,2025-12-15,Passed
1342,372,2,2025-12-24,Passed
1343,372,3,2025-12-26,Rejected
1344,373,1,2025-06-02,Passed
1345,373,2,2025-06-07,Rejected
1346,374,1,2025-03-19,Passed
1347,374,2,2025-03-20,Rejected
1348,375,1,2025-06-25,Passed
1349,375,2,2025-07-04,Passed
1350,375,3,2025-07-08,Passed
1351,375,4,2025-07-11,Rejected
1352,376,1,2025-08-23,Passed
1353,376,2,2025-08-24,Rejected
1354,377,1,2025-04-03,Passed
1355,377,2,2025-04-11,Passed
1356,377,3,2025-04-18,Passed
1357,377,4,2025-04-19,Rejected
1358,378,1,2025-09-07,Passed
1359,378,2,2025-09-10,Passed
1360,378,3,2025-09-17,Passed
1361,378,4,2025-09-26,Passed
1362,378,5,2025-09-30,Passed
1363,378,6,2025-10-08,Selected
1364,379,1,2025-04-01,Passed
1365,379,2,2025-04-07,Passed
1366,379,3,2025-04-09,Rejected
1367,380,1,2025-01-30,Passed
1368,380,2,2025-02-08,Passed
1369,380,3,2025-02-18,Passed
1370,380,4,2025-02-20,Passed
1371,380,5,2025-02-25,Rejected
1372,381,1,2025-05-21,Passed
1373,381,2,2025-05-30,Passed
1374,381,3,2025-06-06,Rejected
1375,382,1,2025-03-28,Passed
1376,382,2,2025-04-01,Passed
1377,382,3,2025-04-06,Rejected
1378,383,1,2025-03-23,Passed
1379,383,2,2025-04-01,Passed
1380,383,3,2025-04-03,Rejected
1381,384,1,2025-02-15,Passed
1382,384,2,2025-02-18,Rejected
1383,385,1,2025-08-11,Passed
1384,385,2,2025-08-19,Passed
1385,385,3,2025-08-27,Passed
1386,385,4,2025-08-29,Passed
1387,385,5,2025-09-02,Rejected
1388,386,1,2025-07-26,Passed
1389,386,2,2025-07-29,Passed
1390,386,3,2025-08-04,Rejected
1391,387,1,2025-07-16,Passed
1392,387,2,2025-07-22,Passed
1393,387,3,2025-07-25,Passed
1394,387,4,2025-07-26,Rejected
1395,388,1,2025-10-01,Passed
1396,388,2,2025-10-11,Passed
1397,388,3,2025-10-13,Passed
1398,388,4,2025-10-18,Rejected
1399,389,1,2025-07-11,Passed
1400,389,2,2025-07-20,Passed
1401,389,3,2025-07-22,Passed
1402,389,4,2025-08-01,Passed
1403,389,5,2025-08-03,Passed
1404,389,6,2025-08-05,Rejected
1405,390,1,2025-06-14,Passed
1406,390,2,2025-06-23,Passed
1407,390,3,2025-07-03,Passed
1408,390,4,2025-07-07,Rejected
1409,391,1,2025-09-29,Passed
1410,391,2,2025-10-08,Passed
1411,391,3,2025-10-09,Rejected
1412,392,1,2025-12-13,Passed
1413,392,2,2025-12-17,Passed
1414,392,3,2025-12-27,Passed
1415,392,4,2026-01-02,Passed
1416,392,5,2026-01-05,Passed
1417,392,6,2026-01-08,Rejected
1418,393,1,2025-05-08,Passed
1419,393,2,2025-05-14,Passed
1420,393,3,2025-05-16,Rejected
1421,394,1,2025-06-26,Passed
1422,394,2,2025-07-04,Passed
1423,394,3,2025-07-05,Rejected
1424,395,1,2025-02-22,Passed
1425,395,2,2025-03-01,Passed
1426,395,3,2025-03-03,Passed
1427,395,4,2025-03-06,Passed
1428,395,5,2025-03-14,Passed
1429,395,6,2025-03-17,Rejected
1430,396,1,2025-10-29,Passed
1431,396,2,2025-11-01,Passed
1432,396,3,2025-11-06,Passed
1433,396,4,2025-11-11,Rejected
1434,397,1,2025-02-03,Passed
1435,397,2,2025-02-13,Passed
1436,397,3,2025-02-17,Rejected
1437,398,1,2025-06-02,Passed
1438,398,2,2025-06-05,Rejected
1439,399,1,2025-08-22,Passed
1440,399,2,2025-08-31,Passed
1441,399,3,2025-09-03,Passed
1442,399,4,2025-09-07,Rejected
1443,400,1,2025-11-02,Passed
1444,400,2,2025-11-04,Passed
1445,400,3,2025-11-07,Passed
1446,400,4,2025-11-17,Passed
1447,400,5,2025-11-19,Rejected
1448,401,1,2025-08-11,Passed
1449,401,2,2025-08-19,Passed
1450,401,3,2025-08-29,Passed
1451,401,4,2025-09-02,Passed
1452,401,5,2025-09-04,Rejected
1453,402,1,2025-03-10,Passed
1454,402,2,2025-03-15,Rejected
1455,403,1,2025-09-08,Passed
1456,403,2,2025-09-13,Rejected
1457,404,1,2025-04-07,Passed
1458,404,2,2025-04-09,Passed
1459,404,3,2025-04-16,Rejected
1460,405,1,2025-07-26,Passed
1461,405,2,2025-07-30,Passed
1462,405,3,2025-08-08,Passed
1463,405,4,2025-08-14,Passed
1464,405,5,2025-08-18,Rejected
1465,406,1,2025-04-25,Passed
1466,406,2,2025-05-02,Rejected
1467,407,1,2025-04-19,Passed
1468,407,2,2025-04-29,Passed
1469,407,3,2025-05-03,Passed
1470,407,4,2025-05-08,Rejected
1471,408,1,2025-10-29,Passed
1472,408,2,2025-11-01,Passed
1473,408,3,2025-11-04,Passed
1474,408,4,2025-11-10,Rejected
1475,409,1,2025-03-05,Passed
1476,409,2,2025-03-11,Passed
1477,409,3,2025-03-13,Rejected
1478,410,1,2025-11-30,Passed
1479,410,2,2025-12-07,Passed
1480,410,3,2025-12-10,Rejected
1481,411,1,2025-07-12,Passed
1482,411,2,2025-07-21,Passed
1483,411,3,2025-07-28,Passed
1484,411,4,2025-08-06,Passed
1485,411,5,2025-08-09,Rejected
1486,412,1,2025-05-11,Passed
1487,412,2,2025-05-15,Passed
1488,412,3,2025-05-16,Rejected
1489,413,1,2025-11-16,Passed
1490,413,2,2025-11-18,Passed
1491,413,3,2025-11-24,Rejected
1492,414,1,2025-01-25,Passed
1493,414,2,2025-02-04,Passed
1494,414,3,2025-02-10,Rejected
1495,415,1,2025-12-01,Passed
1496,415,2,2025-12-09,Passed
1497,415,3,2025-12-12,Passed
1498,415,4,2025-12-19,Rejected
1499,416,1,2025-01-25,Passed
1500,416,2,2025-01-29,Rejected
1501,417,1,2025-08-02,Passed
1502,417,2,2025-08-09,Passed
1503,417,3,2025-08-13,Rejected
1504,418,1,2025-03-05,Passed
1505,418,2,2025-03-08,Rejected
1506,419,1,2025-08-31,Passed
1507,419,2,2025-09-02,Passed
1508,419,3,2025-09-09,Passed
1509,419,4,2025-09-13,Rejected
1510,420,1,2025-04-16,Passed
1511,420,2,2025-04-18,Passed
1512,420,3,2025-04-24,Rejected
1513,421,1,2025-11-19,Passed
1514,421,2,2025-11-22,Rejected
1515,422,1,2025-08-04,Passed
1516,422,2,2025-08-10,Passed
1517,422,3,2025-08-12,Rejected
1518,423,1,2025-05-19,Passed
1519,423,2,2025-05-28,Passed
1520,423,3,2025-05-29,Rejected
1521,424,1,2025-12-25,Passed
1522,424,2,2025-12-30,Passed
1523,424,3,2026-01-07,Passed
1524,424,4,2026-01-13,Passed
1525,424,5,2026-01-17,Rejected
1526,425,1,2025-02-23,Passed
1527,425,2,2025-02-28,Passed
1528,425,3,2025-03-05,Rejected
1529,426,1,2025-11-13,Passed
1530,426,2,2025-11-17,Passed
1531,426,3,2025-11-21,Passed
1532,426,4,2025-11-23,Rejected
1533,427,1,2025-02-28,Passed
1534,427,2,2025-03-05,Passed
1535,427,3,2025-03-11,Rejected
1536,428,1,2025-09-12,Passed
1537,428,2,2025-09-14,Rejected
1538,429,1,2025-04-13,Passed
1539,429,2,2025-04-14,Rejected
1540,430,1,2025-09-25,Passed
1541,430,2,2025-10-01,Rejected
1542,431,1,2025-07-03,Passed
1543,431,2,2025-07-09,Passed
1544,431,3,2025-07-13,Rejected
1545,432,1,2025-06-01,Passed
1546,432,2,2025-06-09,Passed
1547,432,3,2025-06-15,Rejected
1548,433,1,2025-10-08,Passed
1549,433,2,2025-10-15,Passed
1550,433,3,2025-10-23,Passed
1551,433,4,2025-11-02,Passed
1552,433,5,2025-11-05,Rejected
1553,434,1,2025-04-17,Passed
1554,434,2,2025-04-19,Passed
1555,434,3,2025-04-21,Rejected
1556,435,1,2025-09-04,Passed
1557,435,2,2025-09-12,Passed
1558,435,3,2025-09-19,Passed
1559,435,4,2025-09-24,Passed
1560,435,5,2025-09-26,Passed
1561,435,6,2025-09-28,Rejected
1562,436,1,2025-01-02,Passed
1563,436,2,2025-01-06,Rejected
1564,437,1,2025-02-15,Passed
1565,437,2,2025-02-17,Rejected
1566,438,1,2025-10-21,Passed
1567,438,2,2025-10-28,Passed
1568,438,3,2025-10-31,Passed
1569,438,4,2025-11-08,Passed
1570,438,5,2025-11-13,Rejected
1571,439,1,2025-03-18,Passed
1572,439,2,2025-03-21,Rejected
1573,440,1,2025-09-19,Passed
1574,440,2,2025-09-21,Rejected
1575,441,1,2025-02-21,Passed
1576,441,2,2025-02-26,Passed
1577,441,3,2025-03-05,Rejected
1578,442,1,2025-11-26,Passed
1579,442,2,2025-12-03,Passed
1580,442,3,2025-12-08,Passed
1581,442,4,2025-12-15,Rejected
1582,443,1,2025-06-01,Passed
